db/natasha/wavs/000000.wav|natasha|С трев+ожным ч+увством бер+усь я за пер+о.|s t_rj_e0_v_o1_zh_n_y0_m ch_u1_v_s_t_v_o0_m bj_e0_r_u1_sj j_a0 z_a0 pj_e0_r_o1.
db/natasha/wavs/000002.wav|natasha|Чт+о поуч+ительного в ег+о +исповеди?|sh_t_o1 p_o0_u0_ch_i1_tj_e0_lj_n_o0_g_o0 v j_e0_g_o1 i1_s_p_o0_vj_e0_dj_i0?
db/natasha/wavs/000003.wav|natasha|Д+а и ж+изнь мо+я лишен+а вн+ешнего траг+изма.|d_a1 i0 zh_i1_z_nj m_o0_j_a1 lj_i0_sh_e0_n_a1 v_nj_e1_sh_nj_e0_g_o0 t_r_a0_gj_i1_z_m_a0.
db/natasha/wavs/000004.wav|natasha|Я абсол+ютно здор+ов.|j_a1 a0_b_s_o0_lj_u1_t_n_o0 z_d_o0_r_o1_v.
db/natasha/wavs/000005.wav|natasha|У мен+я +есть л+юбящая родн+я.|u1 mj_e0_nj_a1 j_e1_s_tj lj_u1_bj_a0_sch_a0_j_a0 r_o0_d_nj_a1.
db/natasha/wavs/000006.wav|natasha|Мн+е всегд+а гот+овы предост+авить раб+оту, кот+орая обесп+ечит норм+альное биолог+ическое существов+ание.|m_nj_e1 v_sj_e0_g_d_a1 g_o0_t_o1_v_y0 p_rj_e0_d_o0_s_t_a1_vj_i0_tj r_a0_b_o1_t_u0, k_o0_t_o1_r_a0_j_a0 o0_bj_e0_s_pj_e1_ch_i0_t n_o0_r_m_a1_lj_n_o0_j_e0 bj_i0_o0_l_o0_gj_i1_ch_e0_s_k_o0_j_e0 s_u0_sch_e0_s_t_v_o0_v_a1_nj_i0_j_e0.
db/natasha/wavs/000007.wav|natasha|М+ало тог+о, я облад+аю преим+уществами.|m_a1_l_o0 t_o0_g_o1, j_a1 o0_b_l_a0_d_a1_j_u0 p_rj_e0_i0_m_u1_sch_e0_s_t_v_a0_mj_i0.
db/natasha/wavs/000008.wav|natasha|Мн+е б+ез труд+а уда+ётся располаг+ать к себ+е люд+ей.|m_nj_e1 bj_e0_z t_r_u0_d_a1 u0_d_a0_j_o1_t_sj_a0 r_a0_s_p_o0_l_a0_g_a1_tj k sj_e0_bj_e1 lj_u0_dj_e1_j.
db/natasha/wavs/000009.wav|natasha|Я соверш+ил дес+ятки пост+упков угол+овно наказ+уемых, и ост+авшихся безнак+азанными.|j_a1 s_o0_vj_e0_r_sh_i1_l dj_e0_sj_a1_t_kj_i0 p_o0_s_t_u1_p_k_o0_v u0_g_o0_l_o1_v_n_o0 n_a0_k_a0_z_u1_j_e0_m_y0_h, i0 o0_s_t_a1_v_sh_i0_h_sj_a0 bj_e0_z_n_a0_k_a1_z_a0_n_n_y0_mj_i0.
db/natasha/wavs/000010.wav|natasha|Я дв+ажды б+ыл жен+ат, и +оба р+аза сч+астливо.|j_a1 d_v_a1_zh_d_y0 b_y1_l zh_e0_n_a1_t, i0 o1_b_a0 r_a1_z_a0 s_ch_a1_s_t_lj_i0_v_o0.
db/natasha/wavs/000011.wav|natasha|Након+ец, у м+еня +есть соб+ака!|n_a0_k_o0_nj_e1_c, u0 mj_e0_nj_a1 j_e1_s_tj s_o0_b_a1_k_a0!
db/natasha/wavs/000012.wav|natasha|А +это уж+е изл+ишество.|a1 e1_t_o0 u0_zh_e1 i0_z_lj_i1_sh_e0_s_t_v_o0.
db/natasha/wavs/000013.wav|natasha|Тогд+а почем+у же я ощущ+аю себ+я на гр+ани физ+ической катастр+офы?|t_o0_g_d_a1 p_o0_ch_e0_m_u1 zh_e0 j_a1 o0_sch_u0_sch_a1_j_u0 sj_e0_bj_a1 n_a0 g_r_a1_nj_i0 fj_i0_zj_i1_ch_e0_s_k_o0_j k_a0_t_a0_s_t_r_o1_f_y0?
db/natasha/wavs/000014.wav|natasha|Отк+уда у мен+я ч+увство безнад+ёжной ж+изненной неприг+одности?|o0_t_k_u1_d_a0 u0 mj_e0_nj_a1 ch_u1_v_s_t_v_o0 bj_e0_z_n_a0_dj_o1_zh_n_o0_j zh_i1_z_nj_e0_n_n_o0_j nj_e0_p_rj_i0_g_o1_d_n_o0_s_tj_i0?
db/natasha/wavs/000016.wav|natasha|Я хоч+у в +этом разобр+аться.|j_a1 h_o0_ch_u1 v e1_t_o0_m r_a0_z_o0_b_r_a1_tj_sj_a0.
db/natasha/wavs/000017.wav|natasha|Посто+янно д+умаю об +этом.|p_o0_s_t_o0_j_a1_n_n_o0 d_u1_m_a0_j_u0 o0_b e1_t_o0_m.
db/natasha/wavs/000018.wav|natasha|Мечт+аю и над+еюсь в+ызвать пр+израк сч+астья.|mj_e0_ch_t_a1_j_u0 i0 n_a0_dj_e1_j_u0_sj v_y1_z_v_a0_tj p_rj_i1_z_r_a0_k s_ch_a1_s_tj_j_a0.
db/natasha/wavs/000019.wav|natasha|Мн+е ж+аль, чт+о прозвуч+ало +это сл+ово.|m_nj_e1 zh_a1_lj, sh_t_o1 p_r_o0_z_v_u0_ch_a1_l_o0 e1_t_o0 s_l_o1_v_o0.
db/natasha/wavs/000020.wav|natasha|В+едь представл+ения, кот+орые он+о рожд+ает, безгран+ичны до нул+я.|vj_e1_dj p_rj_e0_d_s_t_a0_v_lj_e1_nj_i0_j_a0, k_o0_t_o1_r_y0_j_e0 o0_n_o1 r_o0_zh_d_a1_j_e0_t, bj_e0_z_g_r_a0_nj_i1_ch_n_y0 d_o0 n_u0_lj_a1.
db/natasha/wavs/000021.wav|natasha|Я зн+ал челов+ека, всерь+ёз утвержд+ающего, чт+о +он б+удет абсол+ютно сч+астлив, +если жилконт+ора зам+енит ем+у ф+ановую труб+у.|j_a1 z_n_a1_l ch_e0_l_o0_vj_e1_k_a0, v_sj_e0_rj_j_o1_z u0_t_vj_e0_r_zh_d_a1_j_u0_sch_e0_g_o0, sh_t_o1 o1_n b_u1_dj_e0_t a0_b_s_o0_lj_u1_t_n_o0 s_ch_a1_s_t_lj_i0_v, j_e1_s_lj_i0 zh_i0_l_k_o0_n_t_o1_r_a0 z_a0_mj_e1_nj_i0_t j_e0_m_u1 f_a1_n_o0_v_u0_j_u0 t_r_u0_b_u1.
db/natasha/wavs/000022.wav|natasha|Суетн+ое ч+увство трев+ожит мен+я.|s_u1_j_e0_t_n_o0_j_e0 ch_u1_v_s_t_v_o0 t_rj_e0_v_o1_zh_i0_t mj_e0_nj_a1.
db/natasha/wavs/000025.wav|natasha|Я в+ыслушал с+отни, т+ысячи +откликов на мо+и расск+азы.|j_a1 v_y1_s_l_u0_sh_a0_l s_o1_t_nj_i0, t_y1_sj_a0_ch_i0 o1_t_k_lj_i0_k_o0_v n_a0 m_o0_i1 r_a0_s_s_k_a1_z_y0.
db/natasha/wavs/000027.wav|natasha|Д+аже когд+а объявл+яли таков+ыми Г+орецкого и Харит+оненко.|d_a1_zh_e0 k_o0_g_d_a1 o0_b_j_a0_v_lj_a1_lj_i0 t_a0_k_o0_v_y1_mj_i0 g_o0_rj_e1_c_k_o0_g_o0 i0 h_a0_rj_i0_t_o0_nj_e1_n_k_o0.
db/natasha/wavs/000028.wav|natasha|Г+орецкий +автор ром+ана представл+яющего соб+ой - д+евять лист+ов засв+еченной фотобум+аги.|g_o0_rj_e1_c_kj_i0_j a1_v_t_o0_r r_o0_m_a1_n_a0 p_rj_e0_d_s_t_a0_v_lj_a1_j_u0_sch_e0_g_o0 s_o0_b_o1_j - dj_e1_vj_a0_tj lj_i0_s_t_o1_v z_a0_s_vj_e1_ch_e0_n_n_o0_j f_o0_t_o0_b_u0_m_a1_gj_i0.
db/natasha/wavs/000029.wav|natasha|Гл+авное же д+ействующее лиц+о б+олее зр+елого ром+ана Харит+оненко - презерват+ив.|g_l_a1_v_n_o0_j_e0 zh_i0 dj_e1_j_s_t_v_u0_j_u0_sch_e0_j_e0 lj_i0_c_o1 b_o1_lj_e0_j_e0 z_rj_e1_l_o0_g_o0 r_o0_m_a1_n_a0 h_a0_rj_i0_t_o0_nj_e1_n_k_o0 - p_rj_e0_zj_e0_r_v_a0_tj_i1_v.
db/natasha/wavs/000030.wav|natasha|Тр+идцать л+ет наз+ад я вз+ялся за пер+о.|t_rj_i1_d_c_a0_tj lj_e1_t n_a0_z_a1_d j_a1 v_zj_a1_l_sj_a0 z_a0 pj_e0_r_o1.
db/natasha/wavs/000031.wav|natasha|Напис+ал ром+ан, с+емь п+овестей и чет+ыреста кор+отких вещ+ей.|n_a0_pj_i0_s_a1_l r_o0_m_a1_n, sj_e1_mj p_o0_vj_e0_s_tj_e1_j i0 ch_e0_t_y1_rj_e0_s_t_a0 k_o0_r_o1_t_kj_i0_h vj_e0_sch_e1_j.
db/natasha/wavs/000032.wav|natasha|На +ощупь поб+ольше, ч+ем Г+оголь.|n_a0 o1_sch_u0_pj p_o0_b_o1_lj_sh_e0, ch_e1_m g_o1_g_o0_lj.
db/natasha/wavs/000033.wav|natasha|Я убежд+ён, чт+о м+ы с Г+оголем облад+аем р+авными +авторскими прав+ами.|j_a1 u0_bj_e0_zh_dj_o1_n, sh_t_o1 m_y1 s g_o1_g_o0_lj_e0_m o0_b_l_a0_d_a1_j_e0_m r_a1_v_n_y0_mj_i0 a1_v_t_o0_r_s_kj_i0_mj_i0 p_r_a0_v_a1_mj_i0.
db/natasha/wavs/000034.wav|natasha|Об+язанности р+азные.|o0_bj_a1_z_a0_n_n_o0_s_tj_i0 r_a1_z_n_y0_j_e0.
db/natasha/wavs/000035.wav|natasha|К+ак м+инимум, одн+им неотъ+емлемым пр+авом.|k_a1_k mj_i1_nj_i0_m_u0_m, o0_d_nj_i1_m nj_e0_o0_t_j_e1_m_lj_e0_m_y0_m p_r_a1_v_o0_m.
db/natasha/wavs/000037.wav|natasha|То +есть, пр+авом бессм+ертия +или неуд+ачи.|t_o1 j_e1_s_tj, p_r_a1_v_o0_m bj_e0_s_s_mj_e1_r_tj_i0_j_a0 i1_lj_i0 nj_e0_u0_d_a1_ch_i0.
db/natasha/wavs/000038.wav|natasha|За чт+о же мо+я рядов+ая, ч+естная, ед+инственная скл+онность подавл+яется бесч+исленными +органами, л+ицами, инстит+утами вел+икого госуд+арства?|z_a1 sh_t_o1 zh_i0 m_o0_j_a1 rj_a0_d_o0_v_a1_j_a0, ch_e1_s_t_n_a0_j_a0, j_e0_dj_i1_n_s_t_vj_e0_n_n_a0_j_a0 s_k_l_o1_n_n_o0_s_tj p_o0_d_a0_v_lj_a1_j_e0_t_sj_a0 bj_e0_s_ch_i1_s_lj_e0_n_n_y0_mj_i0 o1_r_g_a0_n_a0_mj_i0, lj_i1_c_a0_mj_i0, i0_n_s_tj_i0_t_u1_t_a0_mj_i0 vj_e0_lj_i1_k_o0_g_o0 g_o0_s_u0_d_a1_r_s_t_v_a0?
db/natasha/wavs/000039.wav|natasha|Я д+олжен +это пон+ять.|j_a1 d_o1_l_zh_e0_n e1_t_o0 p_o0_nj_a1_tj.
db/natasha/wavs/000040.wav|natasha|Не б+уду утружд+ать себ+я композ+ицией.|nj_e0 b_u1_d_u0 u0_t_r_u0_zh_d_a1_tj sj_e0_bj_a1 k_o0_m_p_o0_zj_i1_c_i0_j_e0_j.
db/natasha/wavs/000041.wav|natasha|Сумб+урно, дл+инно и невн+ятно, попыт+аюсь излож+ить сво+ю тв+орческую биогр+афию.|s_u0_m_b_u1_r_n_o0, d_lj_i1_n_n_o0 i0 nj_e0_v_nj_a1_t_n_o0, p_o0_p_y0_t_a1_j_u0_sj i0_z_l_o0_zh_i1_tj s_v_o0_j_u1 t_v_o1_r_ch_e0_s_k_u0_j_u0 bj_i0_o0_g_r_a1_fj_i0_j_u0.
db/natasha/wavs/000042.wav|natasha|+Это б+удут приключ+ения мо+их р+укописей.|e1_t_o0 b_u1_d_u0_t p_rj_i0_k_lj_u0_ch_e1_nj_i0_j_a0 m_o0_i1_h r_u1_k_o0_pj_i0_sj_e0_j.
db/natasha/wavs/000044.wav|natasha|К+ак же назв+ать мн+е вс+ё +это дось+е?|k_a1_k zh_e0 n_a0_z_v_a1_tj m_nj_e1 v_sj_o1 e1_t_o0 d_o0_sj_j_e1?
db/natasha/wavs/000045.wav|natasha|Зап+иски одног+о литер+атора.|z_a0_pj_i1_s_kj_i0 o0_d_n_o0_g_o1 lj_i0_tj_e0_r_a1_t_o0_r_a0.
db/natasha/wavs/000046.wav|natasha|Сочин+ение на в+ольную т+ему.|s_o0_ch_i0_nj_e1_nj_i0_j_e0 n_a0 v_o1_lj_n_u0_j_u0 tj_e1_m_u0.
db/natasha/wavs/000047.wav|natasha|Р+азве +это в+ажно?|r_a1_z_vj_e0 e1_t_o0 v_a1_zh_n_o0?
db/natasha/wavs/000049.wav|natasha|За окн+ом ленингр+адские кр+ыши, ант+енны, бл+едное н+ебо.|z_a0 o0_k_n_o1_m lj_e0_nj_i0_n_g_r_a1_d_s_kj_i0_j_e0 k_r_y1_sh_i0, a0_n_tj_e1_n_n_y0, b_lj_e1_d_n_o0_j_e0 nj_e1_b_o0.
db/natasha/wavs/000050.wav|natasha|К+атя гот+овит ур+оки. Фокстерь+ер Глаф+ира, пох+ожая на бер+ёзовую ч+урочку, сид+ит у е+ё н+ог и д+умает об+о мн+е.|k_a1_tj_a0 g_o0_t_o1_vj_i0_t u0_r_o1_kj_i0. f_o0_k_s_tj_e0_rj_j_e1_r g_l_a0_fj_i1_r_a0, p_o0_h_o1_zh_a0_j_a0 n_a0 bj_e0_rj_o1_z_o0_v_u0_j_u0 ch_u1_r_o0_ch_k_u0, sj_i0_dj_i1_t u0 j_e0_j_o1 n_o1_g i0 d_u1_m_a0_j_e0_t o1_b_o0 m_nj_e1.
db/natasha/wavs/000051.wav|natasha|А п+ередо мн+ой л+ист бум+аги.|a1 pj_e1_rj_e0_d_o0 m_n_o1_j lj_i1_s_t b_u0_m_a1_gj_i0.
db/natasha/wavs/000053.wav|natasha|Л+ист бум+аги сч+астье и прокл+ятие.|lj_i1_s_t b_u0_m_a1_gj_i0 s_ch_a1_s_tj_j_e0 i0 p_r_o0_k_lj_a1_tj_i0_j_e0.
db/natasha/wavs/000054.wav|natasha|Л+ист бум+аги наказ+ание мо+ё.|lj_i1_s_t b_u0_m_a1_gj_i0 n_a0_k_a0_z_a1_nj_i0_j_e0 m_o0_j_o1.
db/natasha/wavs/000056.wav|natasha|Начн+ём хот+я бы с +этого.|n_a0_ch_nj_o1_m h_o0_tj_a1 b_y1 s e1_t_o0_g_o0.
db/natasha/wavs/000057.wav|natasha|П+ЕРВЫЙ КР+ИТИК.|pj_e1_r_v_y0_j k_rj_i1_tj_i0_k.
